"Tytuł wykresu: Garaż 1"
"Nr","Data Czas, GMT+01:00","Temp, °C (LGR S/N: 9893161, SEN S/N: 9893161)","Temp, °C (LGR S/N: 9893161, SEN S/N: 9893161)","Odłączony łącznik (LGR S/N: 9893161)","Koniec pliku (LGR S/N: 9893161)"
1,12.05.21 01:00:00 AM,3.248,3.406,Zarejestrowano,
2,12.05.21 01:01:00 AM,3.248,3.406,,
3,12.05.21 01:02:00 AM,3.248,3.406,,
4,12.05.21 01:03:00 AM,3.248,3.406,,
5,12.05.21 01:04:00 AM,3.248,3.406,,
6,12.05.21 01:05:00 AM,3.221,3.406,,
7,12.05.21 01:06:00 AM,3.221,3.380,,
8,12.05.21 01:07:00 AM,3.221,3.380,,
9,12.05.21 01:08:00 AM,3.221,3.380,,
10,12.05.21 01:09:00 AM,3.221,3.380,,
11,12.05.21 01:10:00 AM,3.221,3.380,,
12,12.05.21 01:11:00 AM,3.195,3.380,,
13,12.05.21 01:12:00 AM,3.195,3.354,,
14,12.05.21 01:13:00 AM,3.195,3.354,,
15,12.05.21 01:14:00 AM,3.195,3.354,,
16,12.05.21 01:15:00 AM,3.195,3.354,,
17,12.05.21 01:16:00 AM,3.195,3.354,,
18,12.05.21 01:17:00 AM,3.195,3.354,,
19,12.05.21 01:18:00 AM,3.195,3.354,,
20,12.05.21 01:19:00 AM,3.195,3.354,,
21,12.05.21 01:20:00 AM,3.195,3.354,,
22,12.05.21 01:21:00 AM,3.195,3.354,,
23,12.05.21 01:22:00 AM,3.168,3.327,,
24,12.05.21 01:23:00 AM,3.168,3.327,,
25,12.05.21 01:24:00 AM,3.168,3.327,,
26,12.05.21 01:25:00 AM,3.168,3.327,,
27,12.05.21 01:26:00 AM,3.168,3.327,,
28,12.05.21 01:27:00 AM,3.142,3.327,,
29,12.05.21 01:28:00 AM,3.142,3.301,,
30,12.05.21 01:29:00 AM,3.142,3.301,,
31,12.05.21 01:30:00 AM,3.142,3.301,,
32,12.05.21 01:31:00 AM,3.142,3.301,,
33,12.05.21 01:32:00 AM,3.142,3.301,,
34,12.05.21 01:33:00 AM,3.142,3.301,,
35,12.05.21 01:34:00 AM,3.142,3.301,,
36,12.05.21 01:35:00 AM,3.142,3.301,,
37,12.05.21 01:36:00 AM,3.116,3.301,,
38,12.05.21 01:37:00 AM,3.116,3.274,,
39,12.05.21 01:38:00 AM,3.116,3.274,,
40,12.05.21 01:39:00 AM,3.116,3.274,,
41,12.05.21 01:40:00 AM,3.089,3.274,,
42,12.05.21 01:41:00 AM,3.089,3.274,,
43,12.05.21 01:42:00 AM,3.089,3.274,,
44,12.05.21 01:43:00 AM,3.089,3.248,,
45,12.05.21 01:44:00 AM,3.089,3.248,,
46,12.05.21 01:45:00 AM,3.089,3.248,,
47,12.05.21 01:46:00 AM,3.089,3.248,,
48,12.05.21 01:47:00 AM,3.089,3.248,,
49,12.05.21 01:48:00 AM,3.063,3.248,,
50,12.05.21 01:49:00 AM,3.063,3.248,,
51,12.05.21 01:50:00 AM,3.063,3.248,,
52,12.05.21 01:51:00 AM,3.063,3.221,,
53,12.05.21 01:52:00 AM,3.063,3.221,,
54,12.05.21 01:53:00 AM,3.063,3.221,,
55,12.05.21 01:54:00 AM,3.063,3.221,,
56,12.05.21 01:55:00 AM,3.036,3.221,,
57,12.05.21 01:56:00 AM,3.036,3.221,,
58,12.05.21 01:57:00 AM,3.036,3.195,,
59,12.05.21 01:58:00 AM,3.036,3.195,,
60,12.05.21 01:59:00 AM,3.036,3.195,,
61,12.05.21 02:00:00 AM,3.036,3.195,,
62,12.05.21 02:01:00 AM,3.036,3.195,,
63,12.05.21 02:02:00 AM,3.036,3.195,,
64,12.05.21 02:03:00 AM,3.009,3.195,,
65,12.05.21 02:04:00 AM,3.009,3.195,,
66,12.05.21 02:05:00 AM,3.009,3.195,,
67,12.05.21 02:06:00 AM,3.009,3.168,,
68,12.05.21 02:07:00 AM,3.009,3.168,,
69,12.05.21 02:08:00 AM,2.983,3.168,,
70,12.05.21 02:09:00 AM,2.983,3.168,,
71,12.05.21 02:10:00 AM,2.983,3.168,,
72,12.05.21 02:11:00 AM,2.983,3.142,,
73,12.05.21 02:12:00 AM,2.983,3.142,,
74,12.05.21 02:13:00 AM,2.983,3.142,,
75,12.05.21 02:14:00 AM,2.983,3.142,,
76,12.05.21 02:15:00 AM,2.983,3.142,,
77,12.05.21 02:16:00 AM,2.956,3.142,,
78,12.05.21 02:17:00 AM,2.956,3.142,,
79,12.05.21 02:18:00 AM,2.956,3.142,,
80,12.05.21 02:19:00 AM,2.956,3.142,,
81,12.05.21 02:20:00 AM,2.956,3.116,,
82,12.05.21 02:21:00 AM,2.930,3.116,,
83,12.05.21 02:22:00 AM,2.930,3.116,,
84,12.05.21 02:23:00 AM,2.930,3.089,,
85,12.05.21 02:24:00 AM,2.930,3.089,,
86,12.05.21 02:25:00 AM,2.930,3.089,,
87,12.05.21 02:26:00 AM,2.930,3.089,,
88,12.05.21 02:27:00 AM,2.930,3.089,,
89,12.05.21 02:28:00 AM,2.930,3.089,,
90,12.05.21 02:29:00 AM,2.903,3.089,,
91,12.05.21 02:30:00 AM,2.903,3.089,,
92,12.05.21 02:31:00 AM,2.903,3.063,,
93,12.05.21 02:32:00 AM,2.903,3.063,,
94,12.05.21 02:33:00 AM,2.903,3.063,,
95,12.05.21 02:34:00 AM,2.877,3.063,,
96,12.05.21 02:35:00 AM,2.877,3.063,,
97,12.05.21 02:36:00 AM,2.877,3.036,,
98,12.05.21 02:37:00 AM,2.877,3.036,,
99,12.05.21 02:38:00 AM,2.877,3.036,,
100,12.05.21 02:39:00 AM,2.877,3.036,,
101,12.05.21 02:40:00 AM,2.877,3.036,,
102,12.05.21 02:41:00 AM,2.877,3.036,,
103,12.05.21 02:42:00 AM,2.850,3.036,,
104,12.05.21 02:43:00 AM,2.850,3.036,,
105,12.05.21 02:44:00 AM,2.850,3.009,,
106,12.05.21 02:45:00 AM,2.850,3.009,,
107,12.05.21 02:46:00 AM,2.850,3.009,,
