"Tytuł wykresu: Dach 1"
"Nr","Data Czas, GMT+01:00","Temp, °C (LGR S/N: 10049262, SEN S/N: 10049262)","Temp, °C (LGR S/N: 10049262, SEN S/N: 10049262)","Odłączony łącznik (LGR S/N: 10049262)","Koniec pliku (LGR S/N: 10049262)"
1,12.05.21 01:00:00 AM,-0.339,-0.199,Zarejestrowano,
2,12.05.21 01:01:00 AM,-0.395,-0.255,,
3,12.05.21 01:02:00 AM,-0.451,-0.311,,
4,12.05.21 01:03:00 AM,-0.451,-0.339,,
5,12.05.21 01:04:00 AM,-0.451,-0.311,,
6,12.05.21 01:05:00 AM,-0.479,-0.339,,
7,12.05.21 01:06:00 AM,-0.451,-0.311,,
8,12.05.21 01:07:00 AM,-0.451,-0.311,,
9,12.05.21 01:08:00 AM,-0.479,-0.339,,
10,12.05.21 01:09:00 AM,-0.311,-0.143,,
11,12.05.21 01:10:00 AM,-0.395,-0.227,,
12,12.05.21 01:11:00 AM,-0.451,-0.311,,
13,12.05.21 01:12:00 AM,-0.451,-0.283,,
14,12.05.21 01:13:00 AM,-0.451,-0.311,,
15,12.05.21 01:14:00 AM,-0.535,-0.395,,
16,12.05.21 01:15:00 AM,-0.479,-0.339,,
17,12.05.21 01:16:00 AM,-0.507,-0.367,,
18,12.05.21 01:17:00 AM,-0.479,-0.339,,
19,12.05.21 01:18:00 AM,-0.451,-0.283,,
20,12.05.21 01:19:00 AM,-0.535,-0.395,,
21,12.05.21 01:20:00 AM,-0.479,-0.339,,
22,12.05.21 01:21:00 AM,-0.535,-0.395,,
23,12.05.21 01:22:00 AM,-0.563,-0.423,,
24,12.05.21 01:23:00 AM,-0.507,-0.339,,
25,12.05.21 01:24:00 AM,-0.507,-0.339,,
26,12.05.21 01:25:00 AM,-0.563,-0.423,,
27,12.05.21 01:26:00 AM,-0.423,-0.283,,
28,12.05.21 01:27:00 AM,-0.507,-0.339,,
29,12.05.21 01:28:00 AM,-0.563,-0.395,,
30,12.05.21 01:29:00 AM,-0.535,-0.339,,
31,12.05.21 01:30:00 AM,-0.339,-0.171,,
32,12.05.21 01:31:00 AM,-0.171,0.024,,
33,12.05.21 01:32:00 AM,-0.339,-0.199,,
34,12.05.21 01:33:00 AM,-0.199,-0.060,,
35,12.05.21 01:34:00 AM,-0.255,-0.116,,
36,12.05.21 01:35:00 AM,-0.395,-0.227,,
37,12.05.21 01:36:00 AM,-0.088,0.107,,
38,12.05.21 01:37:00 AM,-0.255,-0.032,,
39,12.05.21 01:38:00 AM,-0.171,-0.032,,
40,12.05.21 01:39:00 AM,-0.339,-0.199,,
41,12.05.21 01:40:00 AM,-0.423,-0.283,,
42,12.05.21 01:41:00 AM,-0.311,-0.171,,
43,12.05.21 01:42:00 AM,-0.143,0.024,,
44,12.05.21 01:43:00 AM,-0.339,-0.199,,
45,12.05.21 01:44:00 AM,-0.255,-0.060,,
46,12.05.21 01:45:00 AM,-0.339,-0.116,,
47,12.05.21 01:46:00 AM,-0.339,-0.143,,
48,12.05.21 01:47:00 AM,-0.423,-0.227,,
49,12.05.21 01:48:00 AM,-0.311,-0.116,,
50,12.05.21 01:49:00 AM,-0.479,-0.311,,
51,12.05.21 01:50:00 AM,-0.227,-0.088,,
52,12.05.21 01:51:00 AM,-0.423,-0.227,,
53,12.05.21 01:52:00 AM,-0.563,-0.395,,
54,12.05.21 01:53:00 AM,-0.507,-0.311,,
55,12.05.21 01:54:00 AM,-0.591,-0.395,,
56,12.05.21 01:55:00 AM,-0.563,-0.395,,
57,12.05.21 01:56:00 AM,-0.563,-0.367,,
58,12.05.21 01:57:00 AM,-0.451,-0.255,,
59,12.05.21 01:58:00 AM,-0.395,-0.171,,
60,12.05.21 01:59:00 AM,-0.255,-0.060,,
61,12.05.21 02:00:00 AM,-0.395,-0.199,,
62,12.05.21 02:01:00 AM,-0.535,-0.339,,
63,12.05.21 02:02:00 AM,-0.563,-0.395,,
64,12.05.21 02:03:00 AM,-0.620,-0.479,,
65,12.05.21 02:04:00 AM,-0.591,-0.451,,
66,12.05.21 02:05:00 AM,-0.591,-0.451,,
67,12.05.21 02:06:00 AM,-0.507,-0.255,,
68,12.05.21 02:07:00 AM,-0.479,-0.255,,
69,12.05.21 02:08:00 AM,-0.479,-0.283,,
70,12.05.21 02:09:00 AM,-0.339,-0.116,,
71,12.05.21 02:10:00 AM,-0.395,-0.199,,
72,12.05.21 02:11:00 AM,-0.451,-0.255,,
73,12.05.21 02:12:00 AM,-0.563,-0.395,,
74,12.05.21 02:13:00 AM,-0.479,-0.311,,
75,12.05.21 02:14:00 AM,-0.395,-0.227,,
76,12.05.21 02:15:00 AM,-0.395,-0.255,,
77,12.05.21 02:16:00 AM,-0.367,-0.199,,
78,12.05.21 02:17:00 AM,-0.535,-0.395,,
79,12.05.21 02:18:00 AM,-0.535,-0.395,,
80,12.05.21 02:19:00 AM,-0.395,-0.199,,
81,12.05.21 02:20:00 AM,-0.479,-0.283,,
82,12.05.21 02:21:00 AM,-0.479,-0.311,,
83,12.05.21 02:22:00 AM,-0.620,-0.479,,
84,12.05.21 02:23:00 AM,-0.563,-0.451,,
85,12.05.21 02:24:00 AM,-0.591,-0.479,,
86,12.05.21 02:25:00 AM,-0.563,-0.423,,
87,12.05.21 02:26:00 AM,-0.451,-0.311,,
88,12.05.21 02:27:00 AM,-0.535,-0.395,,
89,12.05.21 02:28:00 AM,-0.423,-0.283,,
90,12.05.21 02:29:00 AM,-0.507,-0.395,,
91,12.05.21 02:30:00 AM,-0.479,-0.395,,
92,12.05.21 02:31:00 AM,-0.283,-0.116,,
93,12.05.21 02:32:00 AM,-0.507,-0.395,,
94,12.05.21 02:33:00 AM,-0.620,-0.479,,
95,12.05.21 02:34:00 AM,-0.535,-0.423,,
96,12.05.21 02:35:00 AM,-0.423,-0.283,,
97,12.05.21 02:36:00 AM,-0.479,-0.339,,
98,12.05.21 02:37:00 AM,-0.535,-0.395,,
99,12.05.21 02:38:00 AM,-0.339,-0.199,,
100,12.05.21 02:39:00 AM,-0.451,-0.311,,
101,12.05.21 02:40:00 AM,-0.535,-0.395,,
102,12.05.21 02:41:00 AM,-0.563,-0.423,,
103,12.05.21 02:42:00 AM,-0.451,-0.283,,
104,12.05.21 02:43:00 AM,-0.563,-0.395,,
105,12.05.21 02:44:00 AM,-0.507,-0.339,,
106,12.05.21 02:45:00 AM,-0.620,-0.479,,
107,12.05.21 02:46:00 AM,-0.620,-0.451,,
108,12.05.21 02:47:00 AM,-0.591,-0.423,,
109,12.05.21 02:48:00 AM,-0.479,-0.311,,
110,12.05.21 02:49:00 AM,-0.507,-0.339,,
111,12.05.21 02:50:00 AM,-0.563,-0.395,,
112,12.05.21 02:51:00 AM,-0.620,-0.479,,
113,12.05.21 02:52:00 AM,-0.563,-0.451,,
114,12.05.21 02:53:00 AM,-0.591,-0.451,,
115,12.05.21 02:54:00 AM,-0.535,-0.395,,
116,12.05.21 02:55:00 AM,-0.676,-0.563,,
117,12.05.21 02:56:00 AM,-0.563,-0.395,,
118,12.05.21 02:57:00 AM,-0.563,-0.423,,
119,12.05.21 02:58:00 AM,-0.479,-0.339,,
120,12.05.21 02:59:00 AM,-0.423,-0.283,,
121,12.05.21 03:00:00 AM,-0.423,-0.283,,
122,12.05.21 03:01:00 AM,-0.591,-0.479,,
123,12.05.21 03:02:00 AM,-0.620,-0.507,,
124,12.05.21 03:03:00 AM,-0.563,-0.423,,
125,12.05.21 03:04:00 AM,-0.620,-0.507,,
126,12.05.21 03:05:00 AM,-0.563,-0.451,,
127,12.05.21 03:06:00 AM,-0.563,-0.423,,
128,12.05.21 03:07:00 AM,-0.620,-0.507,,
129,12.05.21 03:08:00 AM,-0.620,-0.479,,
130,12.05.21 03:09:00 AM,-0.704,-0.591,,
131,12.05.21 03:10:00 AM,-0.591,-0.479,,
132,12.05.21 03:11:00 AM,-0.676,-0.563,,
133,12.05.21 03:12:00 AM,-0.563,-0.367,,
134,12.05.21 03:13:00 AM,-0.648,-0.507,,
135,12.05.21 03:14:00 AM,-0.591,-0.479,,
136,12.05.21 03:15:00 AM,-0.620,-0.479,,
137,12.05.21 03:16:00 AM,-0.395,-0.283,,
138,12.05.21 03:17:00 AM,-0.507,-0.423,,
139,12.05.21 03:18:00 AM,-0.563,-0.451,,
140,12.05.21 03:19:00 AM,-0.367,-0.227,,
141,12.05.21 03:20:00 AM,-0.563,-0.451,,
142,12.05.21 03:21:00 AM,-0.507,-0.395,,
143,12.05.21 03:22:00 AM,-0.479,-0.311,,
144,12.05.21 03:23:00 AM,-0.563,-0.423,,
145,12.05.21 03:24:00 AM,-0.676,-0.563,,
146,12.05.21 03:25:00 AM,-0.620,-0.451,,
147,12.05.21 03:26:00 AM,-0.591,-0.451,,
148,12.05.21 03:27:00 AM,-0.479,-0.339,,
149,12.05.21 03:28:00 AM,-0.591,-0.479,,
150,12.05.21 03:29:00 AM,-0.676,-0.535,,
151,12.05.21 03:30:00 AM,-0.704,-0.591,,
152,12.05.21 03:31:00 AM,-0.676,-0.591,,
153,12.05.21 03:32:00 AM,-0.704,-0.591,,
154,12.05.21 03:33:00 AM,-0.676,-0.563,,
155,12.05.21 03:34:00 AM,-0.620,-0.507,,
156,12.05.21 03:35:00 AM,-0.732,-0.620,,
157,12.05.21 03:36:00 AM,-0.732,-0.648,,
158,12.05.21 03:37:00 AM,-0.760,-0.676,,
159,12.05.21 03:38:00 AM,-0.676,-0.591,,
160,12.05.21 03:39:00 AM,-0.507,-0.395,,
161,12.05.21 03:40:00 AM,-0.648,-0.563,,
162,12.05.21 03:41:00 AM,-0.676,-0.563,,
163,12.05.21 03:42:00 AM,-0.676,-0.563,,
164,12.05.21 03:43:00 AM,-0.676,-0.563,,
165,12.05.21 03:44:00 AM,-0.620,-0.479,,
166,12.05.21 03:45:00 AM,-0.535,-0.395,,
167,12.05.21 03:46:00 AM,-0.620,-0.507,,
168,12.05.21 03:47:00 AM,-0.563,-0.395,,
169,12.05.21 03:48:00 AM,-0.479,-0.395,,
170,12.05.21 03:49:00 AM,-0.339,-0.227,,
171,12.05.21 03:50:00 AM,-0.479,-0.367,,
172,12.05.21 03:51:00 AM,-0.620,-0.535,,
173,12.05.21 03:52:00 AM,-0.704,-0.563,,
174,12.05.21 03:53:00 AM,-0.620,-0.479,,
175,12.05.21 03:54:00 AM,-0.732,-0.620,,
176,12.05.21 03:55:00 AM,-0.620,-0.479,,
177,12.05.21 03:56:00 AM,-0.451,-0.255,,
178,12.05.21 03:57:00 AM,-0.648,-0.535,,
179,12.05.21 03:58:00 AM,-0.732,-0.620,,
180,12.05.21 03:59:00 AM,-0.676,-0.563,,
181,12.05.21 04:00:00 AM,-0.535,-0.423,,
182,12.05.21 04:01:00 AM,-0.732,-0.620,,
183,12.05.21 04:02:00 AM,-0.789,-0.704,,
184,12.05.21 04:03:00 AM,-0.789,-0.704,,
185,12.05.21 04:04:00 AM,-0.789,-0.676,,
186,12.05.21 04:05:00 AM,-0.789,-0.676,,
187,12.05.21 04:06:00 AM,-0.704,-0.591,,
188,12.05.21 04:07:00 AM,-0.789,-0.704,,
189,12.05.21 04:08:00 AM,-0.676,-0.591,,
190,12.05.21 04:09:00 AM,-0.648,-0.563,,
191,12.05.21 04:10:00 AM,-0.760,-0.676,,
192,12.05.21 04:11:00 AM,-0.817,-0.732,,
193,12.05.21 04:12:00 AM,-0.563,-0.451,,
194,12.05.21 04:13:00 AM,-0.620,-0.507,,
195,12.05.21 04:14:00 AM,-0.676,-0.563,,
196,12.05.21 04:15:00 AM,-0.648,-0.535,,
197,12.05.21 04:16:00 AM,-0.676,-0.563,,
198,12.05.21 04:17:00 AM,-0.704,-0.591,,
199,12.05.21 04:18:00 AM,-0.732,-0.620,,
200,12.05.21 04:19:00 AM,-0.817,-0.704,,
201,12.05.21 04:20:00 AM,-0.817,-0.704,,
202,12.05.21 04:21:00 AM,-0.789,-0.676,,
203,12.05.21 04:22:00 AM,-0.902,-0.789,,
204,12.05.21 04:23:00 AM,-0.902,-0.789,,
205,12.05.21 04:24:00 AM,-0.873,-0.760,,
206,12.05.21 04:25:00 AM,-0.760,-0.648,,
207,12.05.21 04:26:00 AM,-0.789,-0.676,,
208,12.05.21 04:27:00 AM,-0.817,-0.676,,
209,12.05.21 04:28:00 AM,-0.873,-0.732,,
210,12.05.21 04:29:00 AM,-0.930,-0.817,,
211,12.05.21 04:30:00 AM,-0.902,-0.817,,
212,12.05.21 04:31:00 AM,-0.563,-0.451,,
213,12.05.21 04:32:00 AM,-0.591,-0.479,,
214,12.05.21 04:33:00 AM,-0.789,-0.676,,
215,12.05.21 04:34:00 AM,-0.760,-0.648,,
216,12.05.21 04:35:00 AM,-0.620,-0.563,,
217,12.05.21 04:36:00 AM,-0.563,-0.451,,
218,12.05.21 04:37:00 AM,-0.704,-0.591,,
219,12.05.21 04:38:00 AM,-0.760,-0.676,,
