"Tytuł wykresu: Pole 1"
"Nr","Data Czas, GMT+01:00","Temp, °C (LGR S/N: 9940786, SEN S/N: 9940786)","Temp, °C (LGR S/N: 9940786, SEN S/N: 9940786)","Odłączony łącznik (LGR S/N: 9940786)","Koniec pliku (LGR S/N: 9940786)"
1,12.05.21 01:00:00 AM,-0.620,-0.535,Zarejestrowano,
2,12.05.21 01:01:00 AM,-0.620,-0.507,,
3,12.05.21 01:02:00 AM,-0.620,-0.507,,
4,12.05.21 01:03:00 AM,-0.648,-0.507,,
5,12.05.21 01:04:00 AM,-0.676,-0.507,,
6,12.05.21 01:05:00 AM,-0.676,-0.535,,
7,12.05.21 01:06:00 AM,-0.676,-0.563,,
8,12.05.21 01:07:00 AM,-0.704,-0.591,,
9,12.05.21 01:08:00 AM,-0.704,-0.620,,
10,12.05.21 01:09:00 AM,-0.704,-0.591,,
11,12.05.21 01:10:00 AM,-0.704,-0.563,,
12,12.05.21 01:11:00 AM,-0.704,-0.591,,
13,12.05.21 01:12:00 AM,-0.676,-0.563,,
14,12.05.21 01:13:00 AM,-0.676,-0.563,,
15,12.05.21 01:14:00 AM,-0.704,-0.591,,
16,12.05.21 01:15:00 AM,-0.732,-0.620,,
17,12.05.21 01:16:00 AM,-0.732,-0.620,,
18,12.05.21 01:17:00 AM,-0.732,-0.648,,
19,12.05.21 01:18:00 AM,-0.760,-0.648,,
20,12.05.21 01:19:00 AM,-0.789,-0.648,,
21,12.05.21 01:20:00 AM,-0.789,-0.648,,
22,12.05.21 01:21:00 AM,-0.789,-0.648,,
23,12.05.21 01:22:00 AM,-0.789,-0.676,,
24,12.05.21 01:23:00 AM,-0.789,-0.676,,
25,12.05.21 01:24:00 AM,-0.817,-0.704,,
26,12.05.21 01:25:00 AM,-0.845,-0.732,,
27,12.05.21 01:26:00 AM,-0.845,-0.732,,
28,12.05.21 01:27:00 AM,-0.902,-0.789,,
29,12.05.21 01:28:00 AM,-0.902,-0.817,,
30,12.05.21 01:29:00 AM,-0.902,-0.845,,
31,12.05.21 01:30:00 AM,-0.930,-0.817,,
32,12.05.21 01:31:00 AM,-0.958,-0.845,,
33,12.05.21 01:32:00 AM,-0.930,-0.845,,
34,12.05.21 01:33:00 AM,-0.930,-0.817,,
35,12.05.21 01:34:00 AM,-0.902,-0.817,,
36,12.05.21 01:35:00 AM,-0.902,-0.789,,
37,12.05.21 01:36:00 AM,-0.902,-0.817,,
38,12.05.21 01:37:00 AM,-0.930,-0.817,,
39,12.05.21 01:38:00 AM,-0.902,-0.817,,
40,12.05.21 01:39:00 AM,-0.873,-0.789,,
41,12.05.21 01:40:00 AM,-0.902,-0.817,,
42,12.05.21 01:41:00 AM,-0.930,-0.817,,
43,12.05.21 01:42:00 AM,-0.902,-0.817,,
44,12.05.21 01:43:00 AM,-0.902,-0.817,,
45,12.05.21 01:44:00 AM,-0.902,-0.817,,
