"","location","error","Best_error","Worst_error","distance","number"
"1656","field",938.176739062857,932.838529694681,1245.66226526984,24,6
"1657","field",1676.349017464,932.838529694681,1245.66226526984,24,6
"1658","field",2161.14342968659,932.838529694681,1245.66226526984,24,6
"1659","field",1044.84886329772,932.838529694681,1245.66226526984,24,6
"1660","field",1166.94069350899,932.838529694681,1245.66226526984,24,6
"1661","field",3093.9925936607,932.838529694681,1245.66226526984,24,7
"1662","field",1213.45589299407,932.838529694681,1245.66226526984,24,7
"1663","field",1242.59104662088,932.838529694681,1245.66226526984,24,7
"1664","field",1133.90486084204,932.838529694681,1245.66226526984,24,7
"1665","field",2513.49081976472,932.838529694681,1245.66226526984,24,7
"1666","field",1094.74981136222,932.838529694681,1245.66226526984,24,7
"1667","field",1029.15076112973,932.838529694681,1245.66226526984,24,7
"1668","field",1569.36016434942,932.838529694681,1245.66226526984,24,7
"1669","field",1698.09139013457,932.838529694681,1245.66226526984,24,7
"1670","field",1333.28724970493,932.838529694681,1245.66226526984,24,7
"1671","field",989.91425749659,932.838529694681,1245.66226526984,24,8
"1672","field",5432.87665572787,932.838529694681,1245.66226526984,24,8
"1673","field",1548.89328375494,932.838529694681,1245.66226526984,24,8
"1674","field",1466.94526858618,932.838529694681,1245.66226526984,24,8
"1675","field",2071.03705446062,932.838529694681,1245.66226526984,24,8
"1676","field",1011.52800570392,932.838529694681,1245.66226526984,24,8
"1677","field",947.53292652556,932.838529694681,1245.66226526984,24,8
"1678","field",1146.77523528997,932.838529694681,1245.66226526984,24,8
"1679","field",1439.25519383127,932.838529694681,1245.66226526984,24,8
"1680","field",990.772161371105,932.838529694681,1245.66226526984,24,8
"1681","field",1015.37741559005,932.838529694681,1245.66226526984,24,9
"1682","field",1620.85117137509,932.838529694681,1245.66226526984,24,9
"1683","field",985.406178056279,932.838529694681,1245.66226526984,24,9
"1684","field",989.743995929652,932.838529694681,1245.66226526984,24,9
"1685","field",1933.378861018,932.838529694681,1245.66226526984,24,9
"1686","field",976.599112513548,932.838529694681,1245.66226526984,24,9
"1687","field",1549.32076877299,932.838529694681,1245.66226526984,24,9
"1688","field",1318.81142699035,932.838529694681,1245.66226526984,24,9
"1689","field",1333.25187790857,932.838529694681,1245.66226526984,24,9
"1690","field",1026.49183266353,932.838529694681,1245.66226526984,24,9
"1691","field",1025.18779262029,932.838529694681,1245.66226526984,24,10
"1692","field",948.303949300613,932.838529694681,1245.66226526984,24,10
"1693","field",1012.99800111362,932.838529694681,1245.66226526984,24,10
"1694","field",2382.14672623072,932.838529694681,1245.66226526984,24,10
"1695","field",1110.80460298928,932.838529694681,1245.66226526984,24,10
"1696","field",951.860531933842,932.838529694681,1245.66226526984,24,10
"1697","field",1031.02490595187,932.838529694681,1245.66226526984,24,10
"1698","field",1006.04610818502,932.838529694681,1245.66226526984,24,10
"1699","field",936.665286793645,932.838529694681,1245.66226526984,24,10
"1700","field",1803.30715769274,932.838529694681,1245.66226526984,24,10
"1701","field",1029.15792484703,932.838529694681,1245.66226526984,24,11
"1702","field",1061.09633155179,932.838529694681,1245.66226526984,24,11
"1703","field",1019.58323951336,932.838529694681,1245.66226526984,24,11
"1704","field",989.445430219501,932.838529694681,1245.66226526984,24,11
"1705","field",1101.5312028541,932.838529694681,1245.66226526984,24,11
"1706","field",981.486749706434,932.838529694681,1245.66226526984,24,11
"1707","field",2138.71148281702,932.838529694681,1245.66226526984,24,11
"1708","field",2874.25115286482,932.838529694681,1245.66226526984,24,11
"1709","field",970.487147169591,932.838529694681,1245.66226526984,24,11
"1710","field",5293.29326748442,932.838529694681,1245.66226526984,24,11
"1711","field",1006.01532424067,932.838529694681,1245.66226526984,24,12
"1712","field",1082.23555472077,932.838529694681,1245.66226526984,24,12
"1713","field",1885.00823741252,932.838529694681,1245.66226526984,24,12
"1714","field",1079.31255262795,932.838529694681,1245.66226526984,24,12
"1715","field",963.726558394898,932.838529694681,1245.66226526984,24,12
"1716","field",1440.01156990308,932.838529694681,1245.66226526984,24,12
"1717","field",1561.8365505656,932.838529694681,1245.66226526984,24,12
"1718","field",2097.46915095511,932.838529694681,1245.66226526984,24,12
"1719","field",1000.94225784432,932.838529694681,1245.66226526984,24,12
"1720","field",1545.92828959384,932.838529694681,1245.66226526984,24,12
"1721","field",9573.58340471947,932.838529694681,1245.66226526984,48,2
"1722","field",9573.58340471947,932.838529694681,1245.66226526984,48,2
"1723","field",381814.774727162,932.838529694681,1245.66226526984,48,2
"1724","field",3805.25423837391,932.838529694681,1245.66226526984,48,2
"1725","field",944.364477074948,932.838529694681,1245.66226526984,48,2
"1726","field",2099.89992825684,932.838529694681,1245.66226526984,48,2
"1727","field",5679.67901212881,932.838529694681,1245.66226526984,48,2
"1728","field",1753.88255198917,932.838529694681,1245.66226526984,48,2
"1729","field",5679.67901212881,932.838529694681,1245.66226526984,48,2
"1730","field",982.205296672079,932.838529694681,1245.66226526984,48,2
"1731","field",1736.22123062065,932.838529694681,1245.66226526984,48,3
"1732","field",1150.37633073303,932.838529694681,1245.66226526984,48,3
"1733","field",1026.93340861805,932.838529694681,1245.66226526984,48,3
"1734","field",1723.65010586368,932.838529694681,1245.66226526984,48,3
"1735","field",14055.0166136356,932.838529694681,1245.66226526984,48,3
"1736","field",7416.81214429847,932.838529694681,1245.66226526984,48,3
"1737","field",117588.284379845,932.838529694681,1245.66226526984,48,3
"1738","field",1112.44768835095,932.838529694681,1245.66226526984,48,3
"1739","field",2013.71391698147,932.838529694681,1245.66226526984,48,3
"1740","field",1161.22077280752,932.838529694681,1245.66226526984,48,3
"1741","field",7651.8506218911,932.838529694681,1245.66226526984,48,4
"1742","field",1627.69517817218,932.838529694681,1245.66226526984,48,4
"1743","field",1607.87926317186,932.838529694681,1245.66226526984,48,4
"1744","field",1276.28039456991,932.838529694681,1245.66226526984,48,4
"1745","field",1290.83866169654,932.838529694681,1245.66226526984,48,4
"1746","field",2761.81431498227,932.838529694681,1245.66226526984,48,4
"1747","field",11891.2234100406,932.838529694681,1245.66226526984,48,4
"1748","field",3149.69234191857,932.838529694681,1245.66226526984,48,4
"1749","field",3205.6310401941,932.838529694681,1245.66226526984,48,4
"1750","field",1669.79018235572,932.838529694681,1245.66226526984,48,4
"1751","field",940.023255126281,932.838529694681,1245.66226526984,48,5
"1752","field",967.060348846516,932.838529694681,1245.66226526984,48,5
"1753","field",1092.16387523777,932.838529694681,1245.66226526984,48,5
"1754","field",1361.43931174385,932.838529694681,1245.66226526984,48,5
"1755","field",7225.75745054971,932.838529694681,1245.66226526984,48,5
"1756","field",943.459093069507,932.838529694681,1245.66226526984,48,5
"1757","field",939.04509118413,932.838529694681,1245.66226526984,48,5
"1758","field",1985.64628929949,932.838529694681,1245.66226526984,48,5
"1759","field",1522.33168748787,932.838529694681,1245.66226526984,48,5
"1760","field",5049.25197676842,932.838529694681,1245.66226526984,48,5
"1761","field",1032.84803984605,932.838529694681,1245.66226526984,48,6
"1762","field",1385.05051846484,932.838529694681,1245.66226526984,48,6
"1763","field",2111.72397086559,932.838529694681,1245.66226526984,48,6
"1764","field",1040.88774320045,932.838529694681,1245.66226526984,48,6
"1765","field",3506.96915123378,932.838529694681,1245.66226526984,48,6
"1766","field",983.85366463638,932.838529694681,1245.66226526984,48,6
"1767","field",1251.02285435843,932.838529694681,1245.66226526984,48,6
"1768","field",1628.52910256971,932.838529694681,1245.66226526984,48,6
"1769","field",1048.73137420863,932.838529694681,1245.66226526984,48,6
"1770","field",1085.95116028925,932.838529694681,1245.66226526984,48,6
"1771","field",1037.65022152514,932.838529694681,1245.66226526984,48,7
"1772","field",1188.437559289,932.838529694681,1245.66226526984,48,7
"1773","field",1668.15370577607,932.838529694681,1245.66226526984,48,7
"1774","field",943.99327529141,932.838529694681,1245.66226526984,48,7
"1775","field",1105.27242524958,932.838529694681,1245.66226526984,48,7
"1776","field",1207.78785162623,932.838529694681,1245.66226526984,48,7
"1777","field",1013.42273834514,932.838529694681,1245.66226526984,48,7
"1778","field",994.449198479567,932.838529694681,1245.66226526984,48,7
"1779","field",1008.793388056,932.838529694681,1245.66226526984,48,7
"1780","field",1154.54066525517,932.838529694681,1245.66226526984,48,7
"1781","field",1196.0490825921,932.838529694681,1245.66226526984,48,8
"1782","field",1901.04083786942,932.838529694681,1245.66226526984,48,8
"1783","field",1650.38369363236,932.838529694681,1245.66226526984,48,8
"1784","field",4046.40283786765,932.838529694681,1245.66226526984,48,8
"1785","field",943.411376795337,932.838529694681,1245.66226526984,48,8
"1786","field",2424.98524552884,932.838529694681,1245.66226526984,48,8
"1787","field",1445.33334270499,932.838529694681,1245.66226526984,48,8
"1788","field",939.842131029951,932.838529694681,1245.66226526984,48,8
"1789","field",1001.81022113944,932.838529694681,1245.66226526984,48,8
"1790","field",948.50055678332,932.838529694681,1245.66226526984,48,8
"1791","field",1342.13703952001,932.838529694681,1245.66226526984,48,9
"1792","field",2183.06651009079,932.838529694681,1245.66226526984,48,9
"1793","field",1362.48244271115,932.838529694681,1245.66226526984,48,9
"1794","field",1077.62631614318,932.838529694681,1245.66226526984,48,9
"1795","field",959.089748964185,932.838529694681,1245.66226526984,48,9
"1796","field",1038.61569134021,932.838529694681,1245.66226526984,48,9
"1797","field",1188.83314322776,932.838529694681,1245.66226526984,48,9
"1798","field",998.990396171711,932.838529694681,1245.66226526984,48,9
"1799","field",2449.41493648286,932.838529694681,1245.66226526984,48,9
"1800","field",1718.50700099789,932.838529694681,1245.66226526984,48,9
"1801","field",1000.70977422712,932.838529694681,1245.66226526984,48,10
"1802","field",952.163825683574,932.838529694681,1245.66226526984,48,10
"1803","field",1227.85272957992,932.838529694681,1245.66226526984,48,10
"1804","field",1113.72849561087,932.838529694681,1245.66226526984,48,10
"1805","field",1014.35416528807,932.838529694681,1245.66226526984,48,10
"1806","field",1177.86974637978,932.838529694681,1245.66226526984,48,10
"1807","field",1132.44268351232,932.838529694681,1245.66226526984,48,10
"1808","field",7581.1758952614,932.838529694681,1245.66226526984,48,10
"1809","field",1289.37426198772,932.838529694681,1245.66226526984,48,10
"1810","field",939.417785888907,932.838529694681,1245.66226526984,48,10
"1811","field",1713.5266703697,932.838529694681,1245.66226526984,48,11
"1812","field",1348.14529380464,932.838529694681,1245.66226526984,48,11
"1813","field",1422.88831477547,932.838529694681,1245.66226526984,48,11
"1814","field",1282.45606248492,932.838529694681,1245.66226526984,48,11
"1815","field",1384.18095092341,932.838529694681,1245.66226526984,48,11
"1816","field",1042.85978692534,932.838529694681,1245.66226526984,48,11
"1817","field",1027.31360659775,932.838529694681,1245.66226526984,48,11
"1818","field",1203.64295100727,932.838529694681,1245.66226526984,48,11
"1819","field",1086.70029277551,932.838529694681,1245.66226526984,48,11
"1820","field",1116.2549510213,932.838529694681,1245.66226526984,48,11
"1821","field",1094.80399045039,932.838529694681,1245.66226526984,48,12
"1822","field",995.178047318311,932.838529694681,1245.66226526984,48,12
"1823","field",2089.55205333554,932.838529694681,1245.66226526984,48,12
"1824","field",1449.14081789265,932.838529694681,1245.66226526984,48,12
"1825","field",1711.70442065911,932.838529694681,1245.66226526984,48,12
"1826","field",1378.90882693281,932.838529694681,1245.66226526984,48,12
"1827","field",955.471998926721,932.838529694681,1245.66226526984,48,12
"1828","field",994.892327349517,932.838529694681,1245.66226526984,48,12
"1829","field",2614.3539942769,932.838529694681,1245.66226526984,48,12
"1830","field",1357.97167712576,932.838529694681,1245.66226526984,48,12
"1831","field",16592.6294326376,932.838529694681,1245.66226526984,96,2
"1832","field",1591.01307042542,932.838529694681,1245.66226526984,96,2
"1833","field",1306.16055532355,932.838529694681,1245.66226526984,96,2
"1834","field",14672.9815205475,932.838529694681,1245.66226526984,96,2
"1835","field",5031.97373104334,932.838529694681,1245.66226526984,96,2
"1836","field",1158.72328009691,932.838529694681,1245.66226526984,96,2
"1837","field",6763.15343664714,932.838529694681,1245.66226526984,96,2
"1838","field",3270.79601406906,932.838529694681,1245.66226526984,96,2
"1839","field",16592.6294326376,932.838529694681,1245.66226526984,96,2
"1840","field",2074514.42417213,932.838529694681,1245.66226526984,96,2
"1841","field",995.851253435335,932.838529694681,1245.66226526984,96,3
"1842","field",994.751978762993,932.838529694681,1245.66226526984,96,3
"1843","field",6404.19744421824,932.838529694681,1245.66226526984,96,3
"1844","field",3555.22397842208,932.838529694681,1245.66226526984,96,3
"1845","field",1360.99440318703,932.838529694681,1245.66226526984,96,3
"1846","field",1567.46743078383,932.838529694681,1245.66226526984,96,3
"1847","field",179059.426516172,932.838529694681,1245.66226526984,96,3
"1848","field",4790.38664267038,932.838529694681,1245.66226526984,96,3
"1849","field",1056.77388247441,932.838529694681,1245.66226526984,96,3
"1850","field",1296.94284764911,932.838529694681,1245.66226526984,96,3
"1851","field",1331.14471262733,932.838529694681,1245.66226526984,96,4
"1852","field",1114.41882024621,932.838529694681,1245.66226526984,96,4
"1853","field",5552.94242105325,932.838529694681,1245.66226526984,96,4
"1854","field",1195.06442835175,932.838529694681,1245.66226526984,96,4
"1855","field",1234.40054653516,932.838529694681,1245.66226526984,96,4
"1856","field",1119.94424876033,932.838529694681,1245.66226526984,96,4
"1857","field",1957.12352289029,932.838529694681,1245.66226526984,96,4
"1858","field",1078.75832525766,932.838529694681,1245.66226526984,96,4
"1859","field",1135.74453662607,932.838529694681,1245.66226526984,96,4
"1860","field",1783.53220730807,932.838529694681,1245.66226526984,96,4
"1861","field",1301.68828247863,932.838529694681,1245.66226526984,96,5
"1862","field",982.561160590881,932.838529694681,1245.66226526984,96,5
"1863","field",7183.73284415662,932.838529694681,1245.66226526984,96,5
"1864","field",1010.12135722158,932.838529694681,1245.66226526984,96,5
"1865","field",1012.41364936606,932.838529694681,1245.66226526984,96,5
"1866","field",1081.30908389025,932.838529694681,1245.66226526984,96,5
"1867","field",2648.52043378299,932.838529694681,1245.66226526984,96,5
"1868","field",1366.83393679216,932.838529694681,1245.66226526984,96,5
"1869","field",943.498390476819,932.838529694681,1245.66226526984,96,5
"1870","field",938.593724034864,932.838529694681,1245.66226526984,96,5
"1871","field",1282.65764313163,932.838529694681,1245.66226526984,96,6
"1872","field",933.20953358188,932.838529694681,1245.66226526984,96,6
"1873","field",947.002250530575,932.838529694681,1245.66226526984,96,6
"1874","field",933.643267210219,932.838529694681,1245.66226526984,96,6
"1875","field",1146.97843233645,932.838529694681,1245.66226526984,96,6
"1876","field",1833.36869595061,932.838529694681,1245.66226526984,96,6
"1877","field",1595.53884548215,932.838529694681,1245.66226526984,96,6
"1878","field",1509.24298122834,932.838529694681,1245.66226526984,96,6
"1879","field",1287.50600549406,932.838529694681,1245.66226526984,96,6
"1880","field",1070.93045073659,932.838529694681,1245.66226526984,96,6
"1881","field",1856.43269681218,932.838529694681,1245.66226526984,96,7
"1882","field",963.508582629349,932.838529694681,1245.66226526984,96,7
"1883","field",1282.88897637497,932.838529694681,1245.66226526984,96,7
"1884","field",1888.76698934324,932.838529694681,1245.66226526984,96,7
"1885","field",1144.62239578473,932.838529694681,1245.66226526984,96,7
"1886","field",1092.15925740053,932.838529694681,1245.66226526984,96,7
"1887","field",2310.47229971067,932.838529694681,1245.66226526984,96,7
"1888","field",1113.24405444665,932.838529694681,1245.66226526984,96,7
"1889","field",985.249266545032,932.838529694681,1245.66226526984,96,7
"1890","field",958.99740450132,932.838529694681,1245.66226526984,96,7
"1891","field",1254.49090878197,932.838529694681,1245.66226526984,96,8
"1892","field",991.94916513655,932.838529694681,1245.66226526984,96,8
"1893","field",1004.13149055859,932.838529694681,1245.66226526984,96,8
"1894","field",1375.36845470802,932.838529694681,1245.66226526984,96,8
"1895","field",1029.09624591414,932.838529694681,1245.66226526984,96,8
"1896","field",2477.52078123697,932.838529694681,1245.66226526984,96,8
"1897","field",1062.64625639347,932.838529694681,1245.66226526984,96,8
"1898","field",1177.64603454349,932.838529694681,1245.66226526984,96,8
"1899","field",1213.53583666806,932.838529694681,1245.66226526984,96,8
"1900","field",936.282809540105,932.838529694681,1245.66226526984,96,8
"1901","field",1139.67940555247,932.838529694681,1245.66226526984,96,9
"1902","field",1115.5992368312,932.838529694681,1245.66226526984,96,9
"1903","field",1185.99373353354,932.838529694681,1245.66226526984,96,9
"1904","field",933.123980771966,932.838529694681,1245.66226526984,96,9
"1905","field",1067.92285698769,932.838529694681,1245.66226526984,96,9
"1906","field",1557.46260510928,932.838529694681,1245.66226526984,96,9
"1907","field",998.001355023125,932.838529694681,1245.66226526984,96,9
"1908","field",1318.0713378043,932.838529694681,1245.66226526984,96,9
"1909","field",2632.4416477699,932.838529694681,1245.66226526984,96,9
"1910","field",963.918983750847,932.838529694681,1245.66226526984,96,9
"1911","field",1135.82503847643,932.838529694681,1245.66226526984,96,10
"1912","field",985.162348472899,932.838529694681,1245.66226526984,96,10
"1913","field",1073.40094250422,932.838529694681,1245.66226526984,96,10
"1914","field",972.101053171052,932.838529694681,1245.66226526984,96,10
"1915","field",978.821906989222,932.838529694681,1245.66226526984,96,10
"1916","field",1360.0455749607,932.838529694681,1245.66226526984,96,10
"1917","field",1022.84431920734,932.838529694681,1245.66226526984,96,10
"1918","field",1400.68508065576,932.838529694681,1245.66226526984,96,10
"1919","field",1574.84270226209,932.838529694681,1245.66226526984,96,10
"1920","field",1238.10201836571,932.838529694681,1245.66226526984,96,10
"1921","field",933.277931299128,932.838529694681,1245.66226526984,96,11
"1922","field",1593.90727719113,932.838529694681,1245.66226526984,96,11
"1923","field",1131.7198165815,932.838529694681,1245.66226526984,96,11
"1924","field",988.049561093751,932.838529694681,1245.66226526984,96,11
"1925","field",984.154878817498,932.838529694681,1245.66226526984,96,11
"1926","field",1067.07290268554,932.838529694681,1245.66226526984,96,11
"1927","field",943.006232306954,932.838529694681,1245.66226526984,96,11
"1928","field",979.148028353316,932.838529694681,1245.66226526984,96,11
"1929","field",1049.35362484834,932.838529694681,1245.66226526984,96,11
"1930","field",1176.2775509639,932.838529694681,1245.66226526984,96,11
"1931","field",1411.21468345184,932.838529694681,1245.66226526984,96,12
"1932","field",1049.82186735055,932.838529694681,1245.66226526984,96,12
"1933","field",935.214050530965,932.838529694681,1245.66226526984,96,12
"1934","field",1796.77681027889,932.838529694681,1245.66226526984,96,12
"1935","field",989.173385345665,932.838529694681,1245.66226526984,96,12
"1936","field",985.969002610097,932.838529694681,1245.66226526984,96,12
"1937","field",960.981135611143,932.838529694681,1245.66226526984,96,12
"1938","field",1398.1223025153,932.838529694681,1245.66226526984,96,12
"1939","field",944.737465264068,932.838529694681,1245.66226526984,96,12
"1940","field",950.891336345219,932.838529694681,1245.66226526984,96,12
"1941","field",4390.64557522344,932.838529694681,1245.66226526984,144,2
"1942","field",4727.4858250261,932.838529694681,1245.66226526984,144,2
"1943","field",13593.7147627621,932.838529694681,1245.66226526984,144,2
"1944","field",4680.04914345274,932.838529694681,1245.66226526984,144,2
"1945","field",55459.9778336242,932.838529694681,1245.66226526984,144,2
"1946","field",2850.28894745077,932.838529694681,1245.66226526984,144,2
"1947","field",1566.17206114338,932.838529694681,1245.66226526984,144,2
"1948","field",2850.28894745077,932.838529694681,1245.66226526984,144,2
"1949","field",5783274.43897084,932.838529694681,1245.66226526984,144,2
"1950","field",196745.201331317,932.838529694681,1245.66226526984,144,2
"1951","field",14892.1431229634,932.838529694681,1245.66226526984,144,3
"1952","field",1249.34568579246,932.838529694681,1245.66226526984,144,3
"1953","field",11294.5344810973,932.838529694681,1245.66226526984,144,3
"1954","field",1011.15980426625,932.838529694681,1245.66226526984,144,3
"1955","field",1142.18860435373,932.838529694681,1245.66226526984,144,3
"1956","field",1661.00302932705,932.838529694681,1245.66226526984,144,3
"1957","field",2551.09209826705,932.838529694681,1245.66226526984,144,3
"1958","field",2155.97197275961,932.838529694681,1245.66226526984,144,3
"1959","field",1044.62937321576,932.838529694681,1245.66226526984,144,3
"1960","field",3383.3989720162,932.838529694681,1245.66226526984,144,3
"1961","field",937.296179442221,932.838529694681,1245.66226526984,144,4
"1962","field",984.67713153294,932.838529694681,1245.66226526984,144,4
"1963","field",3659.59417190914,932.838529694681,1245.66226526984,144,4
"1964","field",2119.24429052498,932.838529694681,1245.66226526984,144,4
"1965","field",3138.3717442165,932.838529694681,1245.66226526984,144,4
"1966","field",2058.87591686714,932.838529694681,1245.66226526984,144,4
"1967","field",1535.59011722475,932.838529694681,1245.66226526984,144,4
"1968","field",28236.0572374037,932.838529694681,1245.66226526984,144,4
"1969","field",1018.59846713712,932.838529694681,1245.66226526984,144,4
"1970","field",2103.2650626391,932.838529694681,1245.66226526984,144,4
"1971","field",1577.79160165316,932.838529694681,1245.66226526984,144,5
"1972","field",1918.87122718448,932.838529694681,1245.66226526984,144,5
"1973","field",1254.73408964011,932.838529694681,1245.66226526984,144,5
"1974","field",1295.59028008607,932.838529694681,1245.66226526984,144,5
"1975","field",1065.04058850425,932.838529694681,1245.66226526984,144,5
"1976","field",1345.53414916884,932.838529694681,1245.66226526984,144,5
"1977","field",935.630837881618,932.838529694681,1245.66226526984,144,5
"1978","field",990.317063337814,932.838529694681,1245.66226526984,144,5
"1979","field",1538.70257624496,932.838529694681,1245.66226526984,144,5
"1980","field",1008.69854516552,932.838529694681,1245.66226526984,144,5
"1981","field",1349.62612815455,932.838529694681,1245.66226526984,144,6
"1982","field",975.63941940219,932.838529694681,1245.66226526984,144,6
"1983","field",969.827773171059,932.838529694681,1245.66226526984,144,6
"1984","field",937.069290242694,932.838529694681,1245.66226526984,144,6
"1985","field",975.215108010611,932.838529694681,1245.66226526984,144,6
"1986","field",1720.15955544286,932.838529694681,1245.66226526984,144,6
"1987","field",1221.84816737305,932.838529694681,1245.66226526984,144,6
"1988","field",1217.37297737401,932.838529694681,1245.66226526984,144,6
"1989","field",1253.64193161353,932.838529694681,1245.66226526984,144,6
"1990","field",1185.32903955431,932.838529694681,1245.66226526984,144,6
"1991","field",1025.69149282929,932.838529694681,1245.66226526984,144,7
"1992","field",1060.68520991455,932.838529694681,1245.66226526984,144,7
"1993","field",1381.14339000838,932.838529694681,1245.66226526984,144,7
"1994","field",1020.52059416092,932.838529694681,1245.66226526984,144,7
"1995","field",937.239944080532,932.838529694681,1245.66226526984,144,7
"1996","field",934.496397298837,932.838529694681,1245.66226526984,144,7
"1997","field",1089.95825705588,932.838529694681,1245.66226526984,144,7
"1998","field",1192.86741743812,932.838529694681,1245.66226526984,144,7
"1999","field",1059.44324231039,932.838529694681,1245.66226526984,144,7
"2000","field",979.590861917206,932.838529694681,1245.66226526984,144,7
"2001","field",1048.41199224261,932.838529694681,1245.66226526984,144,8
"2002","field",1030.6691019511,932.838529694681,1245.66226526984,144,8
"2003","field",957.950372818624,932.838529694681,1245.66226526984,144,8
"2004","field",1045.74789172262,932.838529694681,1245.66226526984,144,8
"2005","field",1125.7085558218,932.838529694681,1245.66226526984,144,8
"2006","field",1142.84649888352,932.838529694681,1245.66226526984,144,8
"2007","field",1354.57883580973,932.838529694681,1245.66226526984,144,8
"2008","field",1742.14905501775,932.838529694681,1245.66226526984,144,8
"2009","field",987.463545698403,932.838529694681,1245.66226526984,144,8
"2010","field",1052.17221902578,932.838529694681,1245.66226526984,144,8
"2011","field",1129.08421815232,932.838529694681,1245.66226526984,144,9
"2012","field",1141.59832108984,932.838529694681,1245.66226526984,144,9
"2013","field",1951.90587233813,932.838529694681,1245.66226526984,144,9
"2014","field",1065.20340346199,932.838529694681,1245.66226526984,144,9
"2015","field",999.057970024499,932.838529694681,1245.66226526984,144,9
"2016","field",1372.44181363663,932.838529694681,1245.66226526984,144,9
"2017","field",1058.49692398849,932.838529694681,1245.66226526984,144,9
"2018","field",1159.91813378904,932.838529694681,1245.66226526984,144,9
"2019","field",1262.02390079508,932.838529694681,1245.66226526984,144,9
"2020","field",1087.98041549002,932.838529694681,1245.66226526984,144,9
"2021","field",1050.13570331823,932.838529694681,1245.66226526984,144,10
"2022","field",1170.17174584656,932.838529694681,1245.66226526984,144,10
"2023","field",976.319022186406,932.838529694681,1245.66226526984,144,10
"2024","field",1031.33290459397,932.838529694681,1245.66226526984,144,10
"2025","field",935.265658564168,932.838529694681,1245.66226526984,144,10
"2026","field",1118.86063833879,932.838529694681,1245.66226526984,144,10
"2027","field",1125.85871308099,932.838529694681,1245.66226526984,144,10
"2028","field",1076.66033681809,932.838529694681,1245.66226526984,144,10
"2029","field",1052.95607453762,932.838529694681,1245.66226526984,144,10
"2030","field",1020.27115691032,932.838529694681,1245.66226526984,144,10
"2031","field",1045.33905122587,932.838529694681,1245.66226526984,144,11
"2032","field",948.868561737692,932.838529694681,1245.66226526984,144,11
"2033","field",1017.24082762313,932.838529694681,1245.66226526984,144,11
"2034","field",1081.89335840291,932.838529694681,1245.66226526984,144,11
"2035","field",965.723526665733,932.838529694681,1245.66226526984,144,11
"2036","field",1006.37909360202,932.838529694681,1245.66226526984,144,11
"2037","field",1511.28140422896,932.838529694681,1245.66226526984,144,11
"2038","field",981.462065585771,932.838529694681,1245.66226526984,144,11
"2039","field",1139.15727528526,932.838529694681,1245.66226526984,144,11
"2040","field",961.92343477741,932.838529694681,1245.66226526984,144,11
"2041","field",1224.19847508455,932.838529694681,1245.66226526984,144,12
"2042","field",1003.93097528668,932.838529694681,1245.66226526984,144,12
"2043","field",1065.54639201506,932.838529694681,1245.66226526984,144,12
"2044","field",1101.46702988347,932.838529694681,1245.66226526984,144,12
"2045","field",935.221461598561,932.838529694681,1245.66226526984,144,12
"2046","field",934.993624775219,932.838529694681,1245.66226526984,144,12
"2047","field",935.004393179954,932.838529694681,1245.66226526984,144,12
"2048","field",977.025508557172,932.838529694681,1245.66226526984,144,12
"2049","field",1031.29305051943,932.838529694681,1245.66226526984,144,12
"2050","field",1026.13931993545,932.838529694681,1245.66226526984,144,12
"2051","field",6399.87464250819,932.838529694681,1245.66226526984,216,2
"2052","field",6399.87464250819,932.838529694681,1245.66226526984,216,2
"2053","field",6399.87464250819,932.838529694681,1245.66226526984,216,2
"2054","field",6399.87464250819,932.838529694681,1245.66226526984,216,2
"2055","field",6399.87464250819,932.838529694681,1245.66226526984,216,2
"2056","field",6399.87464250819,932.838529694681,1245.66226526984,216,2
"2057","field",6399.87464250819,932.838529694681,1245.66226526984,216,2
"2058","field",6399.87464250819,932.838529694681,1245.66226526984,216,2
"2059","field",6399.87464250819,932.838529694681,1245.66226526984,216,2
"2060","field",6399.87464250819,932.838529694681,1245.66226526984,216,2
"2061","field",1141.54693159805,932.838529694681,1245.66226526984,216,3
"2062","field",2673.87760781405,932.838529694681,1245.66226526984,216,3
"2063","field",1178.59338233723,932.838529694681,1245.66226526984,216,3
"2064","field",8112.4261919688,932.838529694681,1245.66226526984,216,3
"2065","field",9141.02025114941,932.838529694681,1245.66226526984,216,3
"2066","field",5407.61967790478,932.838529694681,1245.66226526984,216,3
"2067","field",29747.1375884191,932.838529694681,1245.66226526984,216,3
"2068","field",1753.22155875461,932.838529694681,1245.66226526984,216,3
"2069","field",1783.64621425407,932.838529694681,1245.66226526984,216,3
"2070","field",23208.3186076709,932.838529694681,1245.66226526984,216,3
"2071","field",1002.93422704125,932.838529694681,1245.66226526984,216,4
"2072","field",3983.3914291363,932.838529694681,1245.66226526984,216,4
"2073","field",1009.36156099207,932.838529694681,1245.66226526984,216,4
"2074","field",1069.3557221353,932.838529694681,1245.66226526984,216,4
"2075","field",1448.29495322147,932.838529694681,1245.66226526984,216,4
"2076","field",1031.65558360494,932.838529694681,1245.66226526984,216,4
"2077","field",7816.43102323933,932.838529694681,1245.66226526984,216,4
"2078","field",1112.28784461521,932.838529694681,1245.66226526984,216,4
"2079","field",1275.15699705572,932.838529694681,1245.66226526984,216,4
"2080","field",6311.2938052197,932.838529694681,1245.66226526984,216,4
"2081","field",10442.9092021879,932.838529694681,1245.66226526984,216,5
