"","time","temperature"
"246",2021-08-12 06:00:00,11.0916666666667
"247",2021-08-12 07:00:00,14.1866666666667
"248",2021-08-12 08:00:00,18.3575
"249",2021-08-12 09:00:00,20.5691666666667
"250",2021-08-12 10:00:00,21.815
"251",2021-08-12 11:00:00,22.6866666666667
"252",2021-08-12 12:00:00,23.3358333333333
"253",2021-08-12 13:00:00,24.2375
"254",2021-08-12 14:00:00,24.8366666666667
"255",2021-08-12 15:00:00,25.2025
"256",2021-08-12 16:00:00,25.0933333333333
"257",2021-08-12 17:00:00,25.8608333333333
"258",2021-08-12 18:00:00,24.8983333333333
"259",2021-08-12 19:00:00,23.5708333333333
"260",2021-08-12 20:00:00,20.9625
"261",2021-08-12 21:00:00,19.3008333333333
"262",2021-08-12 22:00:00,18.1258333333333
"263",2021-08-12 23:00:00,17.61
"264",2021-08-13 00:00:00,16.7158333333333
"265",2021-08-13 01:00:00,14.7141666666667
"266",2021-08-13 02:00:00,13.7108333333333
"267",2021-08-13 03:00:00,14.59
"268",2021-08-13 04:00:00,14.6866666666667
"269",2021-08-13 05:00:00,13.77
"270",2021-08-13 06:00:00,14.6866666666667
"271",2021-08-13 07:00:00,18.3683333333333
"272",2021-08-13 08:00:00,21.4516666666667
"273",2021-08-13 09:00:00,23.5475
"274",2021-08-13 10:00:00,25.2833333333333
"275",2021-08-13 11:00:00,26.1266666666667
"276",2021-08-13 12:00:00,26.8566666666667
"277",2021-08-13 13:00:00,27.3383333333333
"278",2021-08-13 14:00:00,27.9841666666667
"279",2021-08-13 15:00:00,28.7125
"280",2021-08-13 16:00:00,28.9366666666667
"281",2021-08-13 17:00:00,28.6583333333333
"282",2021-08-13 18:00:00,28.2933333333333
"283",2021-08-13 19:00:00,25.5716666666667
"284",2021-08-13 20:00:00,23.0325
"285",2021-08-13 21:00:00,21.2541666666667
"286",2021-08-13 22:00:00,20.9983333333333
"287",2021-08-13 23:00:00,20.9366666666667
"288",2021-08-14 00:00:00,21.3225
"289",2021-08-14 01:00:00,21.1733333333333
"290",2021-08-14 02:00:00,19.8466666666667
"291",2021-08-14 03:00:00,19.3441666666667
"292",2021-08-14 04:00:00,19.7083333333333
"293",2021-08-14 05:00:00,20.1375
"294",2021-08-14 06:00:00,19.4808333333333
"295",2021-08-14 07:00:00,19.4008333333333
"296",2021-08-14 08:00:00,19.695
"297",2021-08-14 09:00:00,20.6708333333333
"298",2021-08-14 10:00:00,21.955
"299",2021-08-14 11:00:00,22.9983333333333
"300",2021-08-14 12:00:00,23.8891666666667
"301",2021-08-14 13:00:00,24.7358333333333
"302",2021-08-14 14:00:00,25.3866666666667
"303",2021-08-14 15:00:00,26.4866666666667
"304",2021-08-14 16:00:00,26.8816666666667
"305",2021-08-14 17:00:00,27.0808333333333
"306",2021-08-14 18:00:00,26.8983333333333
"307",2021-08-14 19:00:00,25.8541666666667
"308",2021-08-14 20:00:00,22.6
"309",2021-08-14 21:00:00,19.32
"310",2021-08-14 22:00:00,17.2975
"311",2021-08-14 23:00:00,16.3391666666667
"312",2021-08-15 00:00:00,15.7083333333333
"313",2021-08-15 01:00:00,15.2
"314",2021-08-15 02:00:00,14.8608333333333
"315",2021-08-15 03:00:00,14.0308333333333
"316",2021-08-15 04:00:00,13.7783333333333
"317",2021-08-15 05:00:00,13.6166666666667
"318",2021-08-15 06:00:00,14.5558333333333
"319",2021-08-15 07:00:00,17.3058333333333
"320",2021-08-15 08:00:00,19.8108333333333
"321",2021-08-15 09:00:00,20.9216666666667
"322",2021-08-15 10:00:00,21.705
"323",2021-08-15 11:00:00,22.9516666666667
"324",2021-08-15 12:00:00,24.0791666666667
"325",2021-08-15 13:00:00,24.5116666666667
"326",2021-08-15 14:00:00,25.3091666666667
"327",2021-08-15 15:00:00,26.285
"328",2021-08-15 16:00:00,26.3266666666667
"329",2021-08-15 17:00:00,26.2491666666667
"330",2021-08-15 18:00:00,26.065
"331",2021-08-15 19:00:00,25.2166666666667
"332",2021-08-15 20:00:00,21.2575
"333",2021-08-15 21:00:00,19.005
"334",2021-08-15 22:00:00,18.9216666666667
"335",2021-08-15 23:00:00,19.2483333333333
"336",2021-08-16 00:00:00,19.1475
"337",2021-08-16 01:00:00,19.3383333333333
"338",2021-08-16 02:00:00,18.5708333333333
"339",2021-08-16 03:00:00,17.5491666666667
"340",2021-08-16 04:00:00,16.2041666666667
"341",2021-08-16 05:00:00,15.42
"342",2021-08-16 06:00:00,15.7608333333333
"343",2021-08-16 07:00:00,19.4283333333333
"344",2021-08-16 08:00:00,22.1925
"345",2021-08-16 09:00:00,24.1716666666667
"346",2021-08-16 10:00:00,26.145
"347",2021-08-16 11:00:00,27.4025
"348",2021-08-16 12:00:00,28.4208333333333
"349",2021-08-16 13:00:00,28.5066666666667
"350",2021-08-16 14:00:00,27.8158333333333
"351",2021-08-16 15:00:00,27.7341666666667
"352",2021-08-16 16:00:00,27.2583333333333
"353",2021-08-16 17:00:00,26.33
"354",2021-08-16 18:00:00,25.9525
"355",2021-08-16 19:00:00,24.6858333333333
"356",2021-08-16 20:00:00,23.0716666666667
"357",2021-08-16 21:00:00,21.3775
"358",2021-08-16 22:00:00,20.0975
"359",2021-08-16 23:00:00,18.0908333333333
"360",2021-08-17 00:00:00,16.3558333333333
"361",2021-08-17 01:00:00,15.5125
