"Tytuł wykresu: Strych 1"
"Nr","Data Czas, GMT+01:00","Temp, °C (LGR S/N: 10049259, SEN S/N: 10049259)","Temp, °C (LGR S/N: 10049259, SEN S/N: 10049259)","Odłączony łącznik (LGR S/N: 10049259)","Koniec pliku (LGR S/N: 10049259)"
1,12.05.21 01:00:00 AM,2.074,2.047,Zarejestrowano,
2,12.05.21 01:01:00 AM,2.047,2.047,,
3,12.05.21 01:02:00 AM,2.047,2.047,,
4,12.05.21 01:03:00 AM,2.047,2.047,,
5,12.05.21 01:04:00 AM,2.021,2.021,,
6,12.05.21 01:05:00 AM,2.021,2.021,,
7,12.05.21 01:06:00 AM,2.021,2.021,,
8,12.05.21 01:07:00 AM,2.021,2.021,,
9,12.05.21 01:08:00 AM,2.021,2.021,,
10,12.05.21 01:09:00 AM,1.994,1.994,,
11,12.05.21 01:10:00 AM,1.994,1.994,,
12,12.05.21 01:11:00 AM,1.967,1.994,,
13,12.05.21 01:12:00 AM,1.967,1.967,,
14,12.05.21 01:13:00 AM,1.967,1.967,,
15,12.05.21 01:14:00 AM,1.967,1.967,,
16,12.05.21 01:15:00 AM,1.940,1.967,,
17,12.05.21 01:16:00 AM,1.940,1.967,,
18,12.05.21 01:17:00 AM,1.913,1.940,,
19,12.05.21 01:18:00 AM,1.913,1.940,,
20,12.05.21 01:19:00 AM,1.913,1.913,,
21,12.05.21 01:20:00 AM,1.913,1.913,,
22,12.05.21 01:21:00 AM,1.913,1.913,,
23,12.05.21 01:22:00 AM,1.913,1.913,,
24,12.05.21 01:23:00 AM,1.886,1.913,,
25,12.05.21 01:24:00 AM,1.859,1.886,,
26,12.05.21 01:25:00 AM,1.859,1.886,,
27,12.05.21 01:26:00 AM,1.859,1.859,,
28,12.05.21 01:27:00 AM,1.859,1.859,,
29,12.05.21 01:28:00 AM,1.832,1.859,,
30,12.05.21 01:29:00 AM,1.805,1.859,,
31,12.05.21 01:30:00 AM,1.805,1.859,,
32,12.05.21 01:31:00 AM,1.805,1.832,,
33,12.05.21 01:32:00 AM,1.805,1.832,,
34,12.05.21 01:33:00 AM,1.778,1.805,,
35,12.05.21 01:34:00 AM,1.778,1.805,,
36,12.05.21 01:35:00 AM,1.751,1.805,,
37,12.05.21 01:36:00 AM,1.751,1.805,,
38,12.05.21 01:37:00 AM,1.751,1.805,,
39,12.05.21 01:38:00 AM,1.751,1.778,,
40,12.05.21 01:39:00 AM,1.751,1.778,,
41,12.05.21 01:40:00 AM,1.751,1.778,,
42,12.05.21 01:41:00 AM,1.751,1.751,,
43,12.05.21 01:42:00 AM,1.724,1.751,,
44,12.05.21 01:43:00 AM,1.724,1.751,,
45,12.05.21 01:44:00 AM,1.724,1.751,,
46,12.05.21 01:45:00 AM,1.724,1.751,,
47,12.05.21 01:46:00 AM,1.697,1.751,,
48,12.05.21 01:47:00 AM,1.697,1.724,,
49,12.05.21 01:48:00 AM,1.697,1.724,,
50,12.05.21 01:49:00 AM,1.697,1.724,,
51,12.05.21 01:50:00 AM,1.697,1.697,,
52,12.05.21 01:51:00 AM,1.670,1.697,,
53,12.05.21 01:52:00 AM,1.670,1.697,,
54,12.05.21 01:53:00 AM,1.670,1.697,,
55,12.05.21 01:54:00 AM,1.670,1.670,,
56,12.05.21 01:55:00 AM,1.670,1.670,,
57,12.05.21 01:56:00 AM,1.643,1.643,,
58,12.05.21 01:57:00 AM,1.643,1.643,,
59,12.05.21 01:58:00 AM,1.643,1.643,,
60,12.05.21 01:59:00 AM,1.643,1.643,,
61,12.05.21 02:00:00 AM,1.643,1.643,,
62,12.05.21 02:01:00 AM,1.615,1.643,,
63,12.05.21 02:02:00 AM,1.615,1.643,,
64,12.05.21 02:03:00 AM,1.588,1.615,,
65,12.05.21 02:04:00 AM,1.588,1.615,,
66,12.05.21 02:05:00 AM,1.588,1.588,,
67,12.05.21 02:06:00 AM,1.561,1.588,,
68,12.05.21 02:07:00 AM,1.561,1.588,,
69,12.05.21 02:08:00 AM,1.534,1.588,,
70,12.05.21 02:09:00 AM,1.534,1.588,,
71,12.05.21 02:10:00 AM,1.534,1.588,,
72,12.05.21 02:11:00 AM,1.507,1.561,,
73,12.05.21 02:12:00 AM,1.507,1.561,,
74,12.05.21 02:13:00 AM,1.507,1.561,,
75,12.05.21 02:14:00 AM,1.507,1.561,,
76,12.05.21 02:15:00 AM,1.480,1.561,,
77,12.05.21 02:16:00 AM,1.480,1.534,,
78,12.05.21 02:17:00 AM,1.480,1.534,,
79,12.05.21 02:18:00 AM,1.480,1.534,,
80,12.05.21 02:19:00 AM,1.480,1.534,,
81,12.05.21 02:20:00 AM,1.453,1.534,,
82,12.05.21 02:21:00 AM,1.453,1.507,,
83,12.05.21 02:22:00 AM,1.453,1.507,,
84,12.05.21 02:23:00 AM,1.425,1.507,,
85,12.05.21 02:24:00 AM,1.425,1.480,,
86,12.05.21 02:25:00 AM,1.398,1.480,,
87,12.05.21 02:26:00 AM,1.398,1.480,,
88,12.05.21 02:27:00 AM,1.398,1.480,,
89,12.05.21 02:28:00 AM,1.398,1.480,,
90,12.05.21 02:29:00 AM,1.371,1.480,,
91,12.05.21 02:30:00 AM,1.371,1.453,,
92,12.05.21 02:31:00 AM,1.371,1.453,,
93,12.05.21 02:32:00 AM,1.344,1.453,,
94,12.05.21 02:33:00 AM,1.344,1.425,,
95,12.05.21 02:34:00 AM,1.344,1.425,,
96,12.05.21 02:35:00 AM,1.344,1.425,,
97,12.05.21 02:36:00 AM,1.344,1.425,,
98,12.05.21 02:37:00 AM,1.344,1.425,,
99,12.05.21 02:38:00 AM,1.317,1.425,,
100,12.05.21 02:39:00 AM,1.317,1.398,,
101,12.05.21 02:40:00 AM,1.317,1.398,,
102,12.05.21 02:41:00 AM,1.317,1.398,,
103,12.05.21 02:42:00 AM,1.317,1.398,,
104,12.05.21 02:43:00 AM,1.317,1.398,,
105,12.05.21 02:44:00 AM,1.317,1.398,,
106,12.05.21 02:45:00 AM,1.317,1.371,,
107,12.05.21 02:46:00 AM,1.317,1.371,,
108,12.05.21 02:47:00 AM,1.317,1.371,,
109,12.05.21 02:48:00 AM,1.289,1.371,,
110,12.05.21 02:49:00 AM,1.317,1.371,,
111,12.05.21 02:50:00 AM,1.289,1.371,,
112,12.05.21 02:51:00 AM,1.289,1.371,,
113,12.05.21 02:52:00 AM,1.289,1.371,,
114,12.05.21 02:53:00 AM,1.289,1.371,,
115,12.05.21 02:54:00 AM,1.289,1.371,,
116,12.05.21 02:55:00 AM,1.289,1.344,,
117,12.05.21 02:56:00 AM,1.262,1.344,,
118,12.05.21 02:57:00 AM,1.262,1.344,,
119,12.05.21 02:58:00 AM,1.262,1.344,,
120,12.05.21 02:59:00 AM,1.289,1.344,,
121,12.05.21 03:00:00 AM,1.262,1.344,,
