"Tytuł wykresu: Las 1"
"Nr","Data Czas, GMT+01:00","Temp, °C (LGR S/N: 9940790, SEN S/N: 9940790)","Temp, °C (LGR S/N: 9940790, SEN S/N: 9940790)","Odłączony łącznik (LGR S/N: 9940790)","Koniec pliku (LGR S/N: 9940790)"
1,12.05.21 01:00:00 AM,-0.451,-0.423,Zarejestrowano,
2,12.05.21 01:01:00 AM,-0.479,-0.451,,
3,12.05.21 01:02:00 AM,-0.507,-0.479,,
4,12.05.21 01:03:00 AM,-0.535,-0.479,,
5,12.05.21 01:04:00 AM,-0.535,-0.507,,
6,12.05.21 01:05:00 AM,-0.535,-0.507,,
7,12.05.21 01:06:00 AM,-0.535,-0.507,,
8,12.05.21 01:07:00 AM,-0.563,-0.507,,
9,12.05.21 01:08:00 AM,-0.563,-0.535,,
10,12.05.21 01:09:00 AM,-0.591,-0.563,,
11,12.05.21 01:10:00 AM,-0.591,-0.535,,
12,12.05.21 01:11:00 AM,-0.563,-0.507,,
13,12.05.21 01:12:00 AM,-0.563,-0.507,,
14,12.05.21 01:13:00 AM,-0.563,-0.507,,
15,12.05.21 01:14:00 AM,-0.591,-0.535,,
16,12.05.21 01:15:00 AM,-0.591,-0.563,,
17,12.05.21 01:16:00 AM,-0.620,-0.563,,
18,12.05.21 01:17:00 AM,-0.620,-0.563,,
19,12.05.21 01:18:00 AM,-0.620,-0.563,,
20,12.05.21 01:19:00 AM,-0.676,-0.620,,
21,12.05.21 01:20:00 AM,-0.704,-0.648,,
22,12.05.21 01:21:00 AM,-0.676,-0.620,,
23,12.05.21 01:22:00 AM,-0.676,-0.620,,
24,12.05.21 01:23:00 AM,-0.676,-0.620,,
25,12.05.21 01:24:00 AM,-0.676,-0.620,,
26,12.05.21 01:25:00 AM,-0.676,-0.620,,
27,12.05.21 01:26:00 AM,-0.676,-0.620,,
28,12.05.21 01:27:00 AM,-0.704,-0.648,,
29,12.05.21 01:28:00 AM,-0.704,-0.648,,
30,12.05.21 01:29:00 AM,-0.704,-0.648,,
31,12.05.21 01:30:00 AM,-0.676,-0.620,,
32,12.05.21 01:31:00 AM,-0.676,-0.648,,
33,12.05.21 01:32:00 AM,-0.704,-0.648,,
34,12.05.21 01:33:00 AM,-0.676,-0.620,,
35,12.05.21 01:34:00 AM,-0.704,-0.648,,
36,12.05.21 01:35:00 AM,-0.732,-0.676,,
37,12.05.21 01:36:00 AM,-0.732,-0.676,,
38,12.05.21 01:37:00 AM,-0.732,-0.676,,
39,12.05.21 01:38:00 AM,-0.732,-0.676,,
40,12.05.21 01:39:00 AM,-0.732,-0.676,,
41,12.05.21 01:40:00 AM,-0.760,-0.704,,
42,12.05.21 01:41:00 AM,-0.760,-0.704,,
43,12.05.21 01:42:00 AM,-0.704,-0.648,,
44,12.05.21 01:43:00 AM,-0.704,-0.648,,
45,12.05.21 01:44:00 AM,-0.732,-0.676,,
46,12.05.21 01:45:00 AM,-0.732,-0.704,,
47,12.05.21 01:46:00 AM,-0.789,-0.704,,
48,12.05.21 01:47:00 AM,-0.789,-0.732,,
49,12.05.21 01:48:00 AM,-0.789,-0.732,,
50,12.05.21 01:49:00 AM,-0.732,-0.676,,
51,12.05.21 01:50:00 AM,-0.732,-0.676,,
52,12.05.21 01:51:00 AM,-0.732,-0.676,,
53,12.05.21 01:52:00 AM,-0.732,-0.676,,
54,12.05.21 01:53:00 AM,-0.732,-0.676,,
55,12.05.21 01:54:00 AM,-0.732,-0.676,,
56,12.05.21 01:55:00 AM,-0.732,-0.676,,
57,12.05.21 01:56:00 AM,-0.760,-0.676,,
58,12.05.21 01:57:00 AM,-0.817,-0.732,,
59,12.05.21 01:58:00 AM,-0.789,-0.732,,
60,12.05.21 01:59:00 AM,-0.789,-0.704,,
61,12.05.21 02:00:00 AM,-0.817,-0.732,,
62,12.05.21 02:01:00 AM,-0.845,-0.760,,
63,12.05.21 02:02:00 AM,-0.817,-0.732,,
64,12.05.21 02:03:00 AM,-0.817,-0.732,,
65,12.05.21 02:04:00 AM,-0.817,-0.732,,
66,12.05.21 02:05:00 AM,-0.789,-0.732,,
67,12.05.21 02:06:00 AM,-0.789,-0.732,,
68,12.05.21 02:07:00 AM,-0.789,-0.732,,
69,12.05.21 02:08:00 AM,-0.760,-0.704,,
70,12.05.21 02:09:00 AM,-0.760,-0.704,,
71,12.05.21 02:10:00 AM,-0.732,-0.676,,
72,12.05.21 02:11:00 AM,-0.732,-0.704,,
73,12.05.21 02:12:00 AM,-0.732,-0.676,,
74,12.05.21 02:13:00 AM,-0.732,-0.676,,
75,12.05.21 02:14:00 AM,-0.732,-0.676,,
76,12.05.21 02:15:00 AM,-0.732,-0.676,,
77,12.05.21 02:16:00 AM,-0.676,-0.648,,
78,12.05.21 02:17:00 AM,-0.732,-0.676,,
79,12.05.21 02:18:00 AM,-0.732,-0.676,,
80,12.05.21 02:19:00 AM,-0.676,-0.648,,
81,12.05.21 02:20:00 AM,-0.704,-0.648,,
82,12.05.21 02:21:00 AM,-0.676,-0.648,,
83,12.05.21 02:22:00 AM,-0.676,-0.648,,
84,12.05.21 02:23:00 AM,-0.676,-0.648,,
85,12.05.21 02:24:00 AM,-0.676,-0.620,,
86,12.05.21 02:25:00 AM,-0.676,-0.620,,
87,12.05.21 02:26:00 AM,-0.648,-0.620,,
88,12.05.21 02:27:00 AM,-0.620,-0.591,,
89,12.05.21 02:28:00 AM,-0.648,-0.620,,
90,12.05.21 02:29:00 AM,-0.648,-0.620,,
91,12.05.21 02:30:00 AM,-0.648,-0.620,,
92,12.05.21 02:31:00 AM,-0.676,-0.620,,
93,12.05.21 02:32:00 AM,-0.676,-0.648,,
94,12.05.21 02:33:00 AM,-0.676,-0.648,,
95,12.05.21 02:34:00 AM,-0.676,-0.620,,
96,12.05.21 02:35:00 AM,-0.648,-0.620,,
97,12.05.21 02:36:00 AM,-0.676,-0.648,,
98,12.05.21 02:37:00 AM,-0.676,-0.620,,
99,12.05.21 02:38:00 AM,-0.732,-0.676,,
100,12.05.21 02:39:00 AM,-0.704,-0.676,,
101,12.05.21 02:40:00 AM,-0.704,-0.676,,
102,12.05.21 02:41:00 AM,-0.704,-0.676,,
103,12.05.21 02:42:00 AM,-0.704,-0.676,,
104,12.05.21 02:43:00 AM,-0.704,-0.676,,
105,12.05.21 02:44:00 AM,-0.732,-0.676,,
106,12.05.21 02:45:00 AM,-0.732,-0.676,,
107,12.05.21 02:46:00 AM,-0.732,-0.676,,
108,12.05.21 02:47:00 AM,-0.732,-0.676,,
109,12.05.21 02:48:00 AM,-0.732,-0.676,,
110,12.05.21 02:49:00 AM,-0.732,-0.676,,
111,12.05.21 02:50:00 AM,-0.732,-0.704,,
112,12.05.21 02:51:00 AM,-0.760,-0.732,,
113,12.05.21 02:52:00 AM,-0.760,-0.732,,
114,12.05.21 02:53:00 AM,-0.789,-0.760,,
115,12.05.21 02:54:00 AM,-0.789,-0.760,,
116,12.05.21 02:55:00 AM,-0.789,-0.732,,
117,12.05.21 02:56:00 AM,-0.789,-0.732,,
118,12.05.21 02:57:00 AM,-0.760,-0.732,,
119,12.05.21 02:58:00 AM,-0.760,-0.732,,
120,12.05.21 02:59:00 AM,-0.760,-0.732,,
121,12.05.21 03:00:00 AM,-0.760,-0.732,,
122,12.05.21 03:01:00 AM,-0.760,-0.732,,
123,12.05.21 03:02:00 AM,-0.732,-0.704,,
124,12.05.21 03:03:00 AM,-0.732,-0.704,,
125,12.05.21 03:04:00 AM,-0.760,-0.704,,
126,12.05.21 03:05:00 AM,-0.732,-0.704,,
127,12.05.21 03:06:00 AM,-0.732,-0.704,,
128,12.05.21 03:07:00 AM,-0.760,-0.732,,
129,12.05.21 03:08:00 AM,-0.760,-0.732,,
130,12.05.21 03:09:00 AM,-0.789,-0.760,,
131,12.05.21 03:10:00 AM,-0.817,-0.760,,
132,12.05.21 03:11:00 AM,-0.789,-0.760,,
133,12.05.21 03:12:00 AM,-0.789,-0.760,,
134,12.05.21 03:13:00 AM,-0.760,-0.732,,
135,12.05.21 03:14:00 AM,-0.732,-0.732,,
136,12.05.21 03:15:00 AM,-0.732,-0.732,,
137,12.05.21 03:16:00 AM,-0.732,-0.732,,
138,12.05.21 03:17:00 AM,-0.760,-0.732,,
139,12.05.21 03:18:00 AM,-0.760,-0.732,,
140,12.05.21 03:19:00 AM,-0.760,-0.732,,
141,12.05.21 03:20:00 AM,-0.760,-0.732,,
142,12.05.21 03:21:00 AM,-0.732,-0.732,,
143,12.05.21 03:22:00 AM,-0.760,-0.732,,
144,12.05.21 03:23:00 AM,-0.760,-0.732,,
145,12.05.21 03:24:00 AM,-0.760,-0.732,,
146,12.05.21 03:25:00 AM,-0.789,-0.732,,
147,12.05.21 03:26:00 AM,-0.760,-0.732,,
148,12.05.21 03:27:00 AM,-0.760,-0.732,,
149,12.05.21 03:28:00 AM,-0.760,-0.732,,
150,12.05.21 03:29:00 AM,-0.732,-0.732,,
151,12.05.21 03:30:00 AM,-0.732,-0.732,,
152,12.05.21 03:31:00 AM,-0.760,-0.732,,
153,12.05.21 03:32:00 AM,-0.732,-0.732,,
154,12.05.21 03:33:00 AM,-0.760,-0.732,,
155,12.05.21 03:34:00 AM,-0.760,-0.732,,
156,12.05.21 03:35:00 AM,-0.760,-0.732,,
157,12.05.21 03:36:00 AM,-0.760,-0.732,,
158,12.05.21 03:37:00 AM,-0.760,-0.732,,
159,12.05.21 03:38:00 AM,-0.789,-0.760,,
160,12.05.21 03:39:00 AM,-0.789,-0.760,,
161,12.05.21 03:40:00 AM,-0.789,-0.732,,
162,12.05.21 03:41:00 AM,-0.789,-0.760,,
163,12.05.21 03:42:00 AM,-0.817,-0.789,,
164,12.05.21 03:43:00 AM,-0.789,-0.760,,
165,12.05.21 03:44:00 AM,-0.789,-0.760,,
166,12.05.21 03:45:00 AM,-0.789,-0.760,,
167,12.05.21 03:46:00 AM,-0.789,-0.760,,
168,12.05.21 03:47:00 AM,-0.789,-0.760,,
169,12.05.21 03:48:00 AM,-0.789,-0.760,,
